,DataSetName,ColumnName,ColumnType,Encoder,EncoderForOthers,Cardinality,Score,Roc_auc_score
215,Adult,education,Ordinal,OneHotEncoder,SumEncoder,16,0.8090994371482176,0.7497159774888648
216,Adult,education,Ordinal,OneHotEncoder,JamesSteinEncoder,16,0.8095014741356205,0.7474375275871755
217,Adult,education,Ordinal,OneHotEncoder,HashingEncoder,16,0.7962342535513267,0.7291685476104491
218,Adult,education,Ordinal,OneHotEncoder,BaseNEncoder,16,0.8027338515143393,0.7381230939769672
219,Adult,education,Ordinal,OneHotEncoder,FrequencyEncoder,16,0.8060841597426963,0.7435308073512299
220,Adult,education,Ordinal,TargetEncoder,LabelEncoder,16,0.8005896542481908,0.7362440311383973
221,Adult,education,Ordinal,TargetEncoder,OneHotEncoder,16,0.810707585097829,0.7506934412744272
222,Adult,education,Ordinal,TargetEncoder,TargetEncoder,16,0.8119807022246046,0.7502664670358332
223,Adult,education,Ordinal,TargetEncoder,HelmertEncoder,16,0.8113776467435004,0.7520477207977208
224,Adult,education,Ordinal,TargetEncoder,BinaryEncoder,16,0.8050790672741892,0.7414084757834758
225,Adult,education,Ordinal,TargetEncoder,SumEncoder,16,0.8090994371482176,0.7490795915091688
226,Adult,education,Ordinal,TargetEncoder,JamesSteinEncoder,16,0.8119807022246046,0.7502664670358332
227,Adult,education,Ordinal,TargetEncoder,HashingEncoder,16,0.7946931117662825,0.7273264766662653
228,Adult,education,Ordinal,TargetEncoder,BaseNEncoder,16,0.8050790672741892,0.7414084757834758
229,Adult,education,Ordinal,TargetEncoder,FrequencyEncoder,16,0.8098365049584562,0.7506602112676057
230,Adult,education,Ordinal,HelmertEncoder,LabelEncoder,16,0.7993165371214151,0.7350345842863448
231,Adult,education,Ordinal,HelmertEncoder,OneHotEncoder,16,0.8081613508442776,0.74772907387344
232,Adult,education,Ordinal,HelmertEncoder,TargetEncoder,16,0.8101045296167247,0.7482927300268849
233,Adult,education,Ordinal,HelmertEncoder,HelmertEncoder,16,0.8098365049584562,0.7508420358332331
234,Adult,education,Ordinal,HelmertEncoder,BinaryEncoder,16,0.8046100241222193,0.7411877783796799
235,Adult,education,Ordinal,HelmertEncoder,SumEncoder,16,0.808831412489949,0.7485378796998516
236,Adult,education,Ordinal,HelmertEncoder,JamesSteinEncoder,16,0.8100375234521576,0.7482482143573693
237,Adult,education,Ordinal,HelmertEncoder,HashingEncoder,16,0.7947601179308497,0.7280982905982906
238,Adult,education,Ordinal,HelmertEncoder,BaseNEncoder,16,0.8046100241222193,0.7411877783796799
239,Adult,education,Ordinal,HelmertEncoder,FrequencyEncoder,16,0.8062181720718307,0.7452562597809077
240,Adult,education,Ordinal,BinaryEncoder,LabelEncoder,16,0.7985124631466095,0.7353186067974801
241,Adult,education,Ordinal,BinaryEncoder,OneHotEncoder,16,0.8052130796033236,0.7442248756069177
242,Adult,education,Ordinal,BinaryEncoder,TargetEncoder,16,0.8118466898954704,0.7502683479796157
243,Adult,education,Ordinal,BinaryEncoder,HelmertEncoder,16,0.8074912891986062,0.7500112856626941
244,Adult,education,Ordinal,BinaryEncoder,BinaryEncoder,16,0.8039399624765479,0.7410153585329642
245,Adult,education,Ordinal,BinaryEncoder,SumEncoder,16,0.8069552398820692,0.7462004935596486
246,Adult,education,Ordinal,BinaryEncoder,JamesSteinEncoder,16,0.8117126775663361,0.7501793166405842
247,Adult,education,Ordinal,BinaryEncoder,HashingEncoder,16,0.7956982042347897,0.7304488433449702
248,Adult,education,Ordinal,BinaryEncoder,BaseNEncoder,16,0.8039399624765479,0.7410153585329642
249,Adult,education,Ordinal,BinaryEncoder,FrequencyEncoder,16,0.8090994371482176,0.7504432757513744
250,Adult,education,Ordinal,SumEncoder,LabelEncoder,16,0.7989815062985794,0.7347210936559528
251,Adult,education,Ordinal,SumEncoder,OneHotEncoder,16,0.8062181720718307,0.7455289966293488
252,Adult,education,Ordinal,SumEncoder,TargetEncoder,16,0.8101045296167247,0.7488382037237671
253,Adult,education,Ordinal,SumEncoder,HelmertEncoder,16,0.8085633878316805,0.7511780977890132
254,Adult,education,Ordinal,SumEncoder,BinaryEncoder,16,0.8021978021978022,0.7380397054692829
255,Adult,education,Ordinal,SumEncoder,SumEncoder,16,0.8056151165907264,0.7454920047349626
256,Adult,education,Ordinal,SumEncoder,JamesSteinEncoder,16,0.8101715357812919,0.7488827193932828
257,Adult,education,Ordinal,SumEncoder,HashingEncoder,16,0.7972393460198338,0.7305635809156936
258,Adult,education,Ordinal,SumEncoder,BaseNEncoder,16,0.8021978021978022,0.7380397054692829
259,Adult,education,Ordinal,SumEncoder,FrequencyEncoder,16,0.8076253015277406,0.7451001414469725
