,DataSetName,ColumnName,ColumnType,Encoder,EncoderForOthers,Cardinality,Score,Roc_auc_score
310,Adult,relationship,Nominal,SumEncoder,,6,0.7526132404181185,0.0
311,Adult,relationship,Nominal,BinaryEncoder,,6,0.7526132404181185,0.0
312,Adult,relationship,Nominal,HelmertEncoder,,6,0.7526132404181185,0.0
313,Adult,relationship,Nominal,LabelEncoder,,6,0.7526132404181185,0.0
314,Adult,relationship,Nominal,JamesSteinEncoder,,6,0.7526132404181185,0.0
315,Adult,relationship,Nominal,FrequencyEncoder,,6,0.7526132404181185,0.0
316,Adult,relationship,Nominal,BaseNEncoder,,6,0.7526132404181185,0.0
317,Adult,relationship,Nominal,HashingEncoder,,6,0.7526132404181185,0.0
318,Adult,relationship,Nominal,TargetEncoder,,6,0.7526132404181185,0.0
319,Adult,relationship,Nominal,OneHotEncoder,,6,0.7526132404181185,0.0
320,Adult,workclass,Nominal,SumEncoder,,7,0.7579737335834896,0.0
321,Adult,workclass,Nominal,BinaryEncoder,,7,0.7579737335834896,0.0
322,Adult,workclass,Nominal,HelmertEncoder,,7,0.7579737335834896,0.0
323,Adult,workclass,Nominal,LabelEncoder,,7,0.7579737335834896,0.0
324,Adult,workclass,Nominal,JamesSteinEncoder,,7,0.7579737335834896,0.0
325,Adult,workclass,Nominal,FrequencyEncoder,,7,0.7579737335834896,0.0
326,Adult,workclass,Nominal,BaseNEncoder,,7,0.7579737335834896,0.0
327,Adult,workclass,Nominal,HashingEncoder,,7,0.7526132404181185,0.0
328,Adult,workclass,Nominal,TargetEncoder,,7,0.7579737335834896,0.0
329,Adult,workclass,Nominal,OneHotEncoder,,7,0.7579737335834896,0.0
330,Car1,maint,Ordinal,SumEncoder,,5,0.7,0.0
331,Car1,maint,Ordinal,BinaryEncoder,,5,0.7,0.0
332,Car1,maint,Ordinal,HelmertEncoder,,5,0.7,0.0
333,Car1,maint,Ordinal,LabelEncoder,,5,0.7,0.0
334,Car1,maint,Ordinal,JamesSteinEncoder,,5,0.7,0.0
